created_link,title,category,keywords,source_link,
https://stock.adobe.com/93280367,Professional vet examining a dog,Other,"vet, male, guy, vet, professional, people, hand, modern, success, white, creativity, signs, pet, fauna, indoor, light, idea, work, effect, alone, happy, upbeat, pleasant, free, dog, treatment, consulting room, time, tied-up, animal, comfort, men at work, formal, corporate, career, staff, concept, card, house, day, confident, good, enjoy, reality, life, lifestyle",https://as2.ftcdn.net/v2/jpg/00/93/28/03/1000_F_93280367_TkzfzrQM0LCcaZdJeARbCcsqqFnI7TBQ.jpg,
https://stock.adobe.com/94502100,Veterinarian examining dog's heartbeat,Veterinary Care,"woman, vet, dog, animal, treatment, checking, nubes, heartbeat, stethoscope, check-up, check-up, control, exam, prevention, preventive, pet, closeup, people, indoor, clinic, health care, vet, doctor, canino, veterinary",https://as2.ftcdn.net/v2/jpg/00/94/50/21/1000_F_94502100_z1dheSdd3PaoXZ54PVaDLDVlVvPHDSC2.jpg,
https://stock.adobe.com/260006796,Checking the breath. Male veterinarian in work uniform listening to the breath of a small dog with a phonendoscope in veterinary clinic. Pet care concept,Science,"animal, attractive, beautiful, care, caucasian, cheerful, clinic, confident, cute, diagnostic, doctor, dog, examining, friendly, health, health care, healthy, horizontal, hospital, ill, indoor, male, man, medicals, medicine, patient, pet, pretty, professional, half face, specialist, standing, stethoscope, vet, vet, veterinary, working, young",https://as2.ftcdn.net/v2/jpg/02/60/00/67/1000_F_260006796_U0caqtKP01VmPl5k8HARLdSpUq7KZqNu.jpg,
https://stock.adobe.com/248617575,Recommending medicine,Science,"vet, veterinary, vet, medicine, medicals, doctor, patient, animal, mammal, pet, cuddle, fluffy, treatment, sick, ill, owner, man, person, young, adult, profession, occupation, clinician, clinic, girl, little, help, care, aid, consultation, domestic, health, health care, hospital, woman, mother, daughter, children, cat, felino, cute, table, prescription, pill, vitamin, advice",https://as2.ftcdn.net/v2/jpg/02/48/61/75/1000_F_248617575_Bs0J5P3Kuy4x8c4K6pMemjoL0xIbSZmU.jpg,
https://stock.adobe.com/376881908,Male veterinarian doctor recommending pills for cat treatment to pet owner at clinic,Science,"vet, vet, doctor, clinic, animal, hospital, medicine, health, care, visit, african american, cat, caucasian, check, check-up, doc, domestic, drug, exam, exam, female, health care, help, disease, indoor, kitten, cat, male, man, medicals, medication, medicine, nurse, office, owner, patient, people, pet, pill, prescription, service, sick, specialist, tabby, tablet, treatment, veterinary, woman, young",https://as2.ftcdn.net/v2/jpg/03/76/88/19/1000_F_376881908_uY4a30eBhspn9EUQivyXL0A7TWLAoYtZ.jpg,
https://stock.adobe.com/260006412,It doesn't hurt at all. Hands of two veterinarians in protective gloves putting on a protective plastic collar on a small dog lying on the table in veterinary clinic,People,"adult, animal, attractive, beautiful, care, caucasian, cheerful, clinic, closeup, cute, diagnostic, doc, doctor, dog, emergency, friendly, happy, health, health care, hospital, ill, indoor, little, male, man, medicals, medicine, people, pet, professional, puppy, sick, smiling, specialist, stethoscope, team, 2, uniform, vet, vet, veterinary, woman, working, young, collar, put, protective",https://as1.ftcdn.net/v2/jpg/02/60/00/64/1000_F_260006412_mAeLqApBHlMHr742HcGJdUSiOLAX2Xde.jpg,
https://stock.adobe.com/284309098,Male speaker speaks in a business seminar,Men,"business, businesswoman, businessman, colleague, executive, well-dressed, american flag, sitting, standing, dais, microphone, training, explaining, speaking, speaker, adviser, adviser, leadership, confidence, presentation, conference, seminar, summit, meeting, office, occupation, professional, expertise, corporate, company, entrepreneurship, guidance, strategy, together, networking, smart, speech, convention, audience, diverse, multi-ethnic, politic, political, politician, election, vote, america, us, campaign",https://as1.ftcdn.net/v2/jpg/02/84/30/90/1000_F_284309098_KoDdyi0Rfn5mcKjpr9ctpFg5hNkX4PgE.jpg,
https://stock.adobe.com/124870248,Political speech,Business Situations,"american, business, businessman, businesswoman, campaign, conference, congress, debate, election, leader, leadership, man, political, politician, president, public, rally, report, seminar, speak, speaker, speech, audience, woman",https://as1.ftcdn.net/v2/jpg/01/24/87/02/1000_F_124870248_d9RjmHpmaPzm5l6B3uOv9mBGfgHmV3hz.jpg,
https://stock.adobe.com/221705334,Teens marching to the capitol in protest,Liberty,"teenage, holding, signs, marching, gun, black, live, african, american, assault, weapon, school, children, teenage, teacher, violence, law, ban, political, action, anger, building, capitol, crowd, demonstration, freedom, government, justice, liberal, wisconsin, downtown, message, outdoors, people, picket, signs, politic, poster, public, rally, rebellion, revolt, revolution, right, signs, social, strike, value",https://as2.ftcdn.net/v2/jpg/02/21/70/53/1000_F_221705334_ubdlGseUq8GgUpR7fYjQIskrPrykTYED.jpg,
https://stock.adobe.com/329418252,protester man screaming at megaphone,People,"man, megaphone, male, volume, political, young, audio, protest, people, broadcasting, business, communicate, government, person, vector, city, happy, shouting, against, portrait, advertisement, conflict, businessman, promotion, violence, looking, speaker, activism, photogenic, icon, police, 1, equipment, crisis, cheerful, object, message, casual attire, loud, event, guy, loudspeaker, fight, smiling, bullhorn, action, white",https://as1.ftcdn.net/v2/jpg/03/29/41/82/1000_F_329418252_XX2LENfViIHPyhzF47iFcdsZQc0yyCcM.jpg,
https://stock.adobe.com/224750910,"Statue of the blindfolded goddess of justice Themis or Justitia, against an European flag, as a legal concept",Social Justice and Justice Symbols,"right, social issue, rule, government, background, authority, blue, closeup, constitution, corruption, court, courthouse, crime, decision, democracy, equality, eu, euro, europa, european, fairness, flag, gavel, goddess, hammer, judge, judgement, justice, lady, law, lawyer, legal, legislation, order, parliament, politic, principle, punishment, regulation, scale, sculpture, star, statue, symbol, system, trial, union, oneness, verdict",https://as2.ftcdn.net/v2/jpg/02/24/75/09/1000_F_224750910_H1hcJPuSGzNuC2t62yDUyQvGSePaJ0kR.jpg,
https://stock.adobe.com/340250172,"Multicultural Diverse Office Managers and Business People Picketing Outside on a Street. Men and Women Screaming for Justice, Holding a Megaphone, Picket Signs and Posters. Economic Crisis Strike.",People,"businessman, business, professional, executive, corporate, confident, office, adult, work, manager, successful, suit, street, success, people, entrepreneur, modern, formal, looking, smart, job, employee, men at work, occupation, businessperson, city, finance, boss, leadership, management, demonstration, rally, poster, holding, social, justice, signs, picket, action, public, liberal, government, freedom, value, right, rebellion, signs, outdoors",https://as2.ftcdn.net/v2/jpg/03/40/25/01/1000_F_340250172_t6kAuzBguybBK9Qv4DKJ4HcWy92F9SKs.jpg,
https://stock.adobe.com/189281556,Euro money.Euro Flag.Euro currency.Coins stacked on each other in different positions. European union flag,"Money, Currency, Credit Cards","euro, coin, flag, money, european, eu, cash, 2, sterling, forex, background, macro, business, currency, bank, flag, metal, blue, union, europa, symbol, white, yellow, gold, investment, trade, change, 100, closeup, fund, 1, success, finance, shadow, financial, row, economy, angle, star, loan, pay",https://as2.ftcdn.net/v2/jpg/01/89/28/15/1000_F_189281556_3XxPvpXQNwevjNupy813Gexd3gamQqTK.jpg,
https://stock.adobe.com/266439808,Image of press conference on international cooperation of leaders and businessmen,Business,"press, meeting, business, international, conference, european, cooperation, political, belgium, brussels, politic, summit, union, diplomacy, energy, rendering, commission, europa, event, leader, eu, collaboration, president, government, media, trade, state, korea, national, flag, economy, statement, country, agreements, deal, partnership, economic, concept, party, nation, news, relation, negotiation, conceptual, discussion, crisis, statement, politician",https://as1.ftcdn.net/v2/jpg/02/66/43/98/1000_F_266439808_4oNkE61dvuxeyTlOyjUsN76bjt6yYXzS.jpg,
https://stock.adobe.com/433610115,Young Girl Activist Delivering an Emotional and Powerful Speech at Press Conference in Government Building. Child Speaking to Congress at Summit Meeting. Backdrop with European Union Flags.,States of Mind,"leader, ambassador, party, politic, politician, government, press, media, officer, representative, council, activist, senate, congress, summit, conference, meeting, hearing, speech, attache, election, law, order, parliament, civil service, diplomat, public, affair, relation, human rights, office, presentation, news, organisation, un, democracy, tribune, dais, racked, stage, talk, speaking, girl, female, woman, children, children",https://as2.ftcdn.net/v2/jpg/04/33/61/01/1000_F_433610115_QFqKIIJFiwokilSP9M3Joq214ZBEafRq.jpg,
https://stock.adobe.com/93484074,European Union flag against European Parliament,Other,"european, union, flag, eu, header, panorama, letterbox, alliance, architecture, bank, banner, belgian, belgium, benelux, blue, brussels, building, capital, central, commission, community, continent, cooperation, council, crisis, economic, euro, europa, expansion, exterior, financial, government, international, law, legislation, legislative, modern, parliament, political, politic, power, star, symbol, waving, western",https://as1.ftcdn.net/v2/jpg/00/93/48/40/1000_F_93484074_KDxP60SkWxLSals8nBknGSBYDYbDPHqa.jpg,
https://stock.adobe.com/376146301,"Multi-ethnic group of people standing in row and wearing masks at polling station on election day, focus on young man looking at camera while registering for voting",People,"people, man, male, adult, flag, indoor, us, table, ethnicity, sitting, mature adult, young men, standing, poll, polling, station, election, political, party, politic, america, vote, voting, citizen, electoral, choosing, multi-ethnic, ballot, record, men at work, bulletin, sticker, pin, looking, camera, mask, epidemic, pandemic, safety, measure, protection, tattoo",https://as2.ftcdn.net/v2/jpg/03/76/14/63/1000_F_376146301_1xnMX2DKxXSjnhB0J8tTHZXeKgGTbw9S.jpg,
https://stock.adobe.com/274916971,Group of business people raise hands up to ask question and answer to speaker in the meeting room seminar,Business,"question, seminar, hand, raised, asking, business, meeting, answer, asian, adult, agree, arm, ask, audience, businessman, caucasian, cheering, city, class, classroom, community, conference, crowd, deal, diverse, diversity, group, happiness, human, large, looking, male, man, occupation, participation, people, person, professional, raising, speaker, support, teamwork, together, training, up, vote, voting, woman, young",https://as2.ftcdn.net/v2/jpg/02/74/91/69/1000_F_274916971_0BWNxDJmFkLhH5WKvKC2KPEAaXDdmeHd.jpg,
https://stock.adobe.com/88935401,Man and woman voting,Other,"election, politic, man, ballot, voting, government, historic, female, democracy, booth, american, america, adult, election, united, station, us, woman, state, responsibility, place, campaign, political, polling, presidential, candidate, president",https://as1.ftcdn.net/v2/jpg/00/88/93/54/1000_F_88935401_4LwQx28R4p2ypNrOMwqOR18cxO4YxCJr.jpg,
https://stock.adobe.com/551516,welsh assembly debating chamber,Social Justice and Justice Symbols,"wales, architecture, assembly, bay, ceiling, chamber, cool, design, devolution, eco, government, grain, independence, modern, natural, paneling, parliament, plank, politic, public, roof, sustainable, view, architect, warm, welsh, wood, wooden",https://as2.ftcdn.net/v2/jpg/00/00/55/15/1000_F_551516_PVSU9pMFPnBVkq5KDphwhDxCnXQAZa.jpg,
https://stock.adobe.com/169432862,Man voting in a booth,People,"america, us, portrait, politic, polling, power, presidential, primary, responsibility, right, select, ballot, booth, campaign, candidate, choice, citizen, democracy, elect, election, freedom, government, justice, cognition, half face, vote, voting, voting booth, fatherland, man, sharpened, decision, thinking, registered, duty, male, profile",https://as1.ftcdn.net/v2/jpg/01/69/43/28/1000_F_169432862_gcWbfHUKDt6luSRuZaAPt1jGMuY4uuiQ.jpg,
https://stock.adobe.com/337482384,"Side view MS of three people, two women and one man, Caucasian, Hispanic and African American, voting in booths at polling station. Large US flag on wall behind",Social Issues,"vote, election, woman, female, missy, man, male, young men, caucasian, african american, hispanic, professional, voting, poll, booth, polling station, ballot, democracy, citizen, citizenship, government, candidate, primary, party, presidential, congress, pride, proud, pleased, happy, duty, america, us, us, american flag, flag",https://as2.ftcdn.net/v2/jpg/03/37/48/23/1000_F_337482384_VdRKWQLlKNtwzB3cmN4BuQY6Dr03uGiG.jpg,
https://stock.adobe.com/207646048,One of foreign colleagues explaining information from his report at working meeting,Business Situations,"business, person, young, adult, corporate, executive, woman, businesswoman, man, businessman, professional, profession, entrepreneur, employee, job, contemporary, broker, trader, agent, elegant, expert, communication, discussion, conversation, talking, teamwork, group, cooperation, collaboration, colleague, meeting, delegate, politician, lawyer, consulting, prepare, mature, intercultural, debate",https://as1.ftcdn.net/v2/jpg/02/07/64/60/1000_F_207646048_7t3JfMT9xll3QMF3aOJ2KKCPjDf24PP2.jpg,
https://stock.adobe.com/201772952,Female lawyer working at table in office,Women,"adult, adviser, advocate, lawyer, authority, background, book, business, career, caucasian, counsel, counselor, court, crime, entrepreneur, executive, female, finance, indoor, intelligent, judge, judgement, juridical, jurisprudence, jury, justice, law, lawyer, legal, light, mature, notary, office, person, politician, principal, profession, professional, reading, solicitor, success, table, teacher, trial, woman, work, working",https://as2.ftcdn.net/v2/jpg/02/01/77/29/1000_F_201772952_TUi8FVRDO4tXdZ1ub292o8HcNGma0FoK.jpg,
https://stock.adobe.com/110472904,Politician debating at auditorium,Business Presentations,"politician, debate, speech, committee, microphone, auditorium, suit, discussion, politic, discussing, line, to sit, desk, endorsement, talk, voting, business wear, colleague, senator, election",https://as2.ftcdn.net/v2/jpg/01/10/47/29/1000_F_110472904_EcJDYd9DWzg3kdnI42tKKns1jjm7gEBk.jpg,
https://stock.adobe.com/248955847,Two young intercultural businesswomen discussing online data for report in conference hall,Business,"business, person, woman, businesswoman, conference, event, delegate, politician, convention, confident, adult, formal, team, forum, summit, talking, young, executive, corporate, professional, profession, broker, trader, financier, economist, report, colleague, prepare, interact, discussing, meeting, working, cooperation, collaboration, intercultural, success, group, teamwork, document, clipboard, showing, presentation, pretty",https://as1.ftcdn.net/v2/jpg/02/48/95/58/1000_F_248955847_omH0WE72iJYPAskWdVtZTQvNQSUv0Cbe.jpg,
https://stock.adobe.com/262436273,Money concept.,Business,"49, money concept, account, accounting, background, baht, bank, banking, be of use, blurred, business, cash, chart, coin, copper, corporate, credit, currency, deposit, dollar, earning, economic, economy, euro, exchange, finance, financial, foreign, fortune, fund, gain",https://as1.ftcdn.net/v2/jpg/02/62/43/62/1000_F_262436273_xhGlImnvnbCb4dQfksFNW2CuA42zJSi7.jpg,
https://stock.adobe.com/117424915,People at conference,Legal Occupations,"man, businessman, woman, businesswoman, indoor, political, politician, speaker, election, team, business, campaign, seminar, professional, conference, sitting, table, international, using, texting, phone, mobile, smartphone, eyewear, touching",https://as2.ftcdn.net/v2/jpg/01/17/42/49/1000_F_117424915_nfTk82zSAJYoDIOEt67tf6qEIqPZRNY4.jpg,
https://stock.adobe.com/249212899,Confident blonde mature delegate in formalwear talking to microphone while looking at speaker,Business,"business, person, woman, businesswoman, conference, event, delegate, politician, convention, seminar, microphone, speaker, speech, confident, adult, formal, forum, summit, talking, corporate, professional, profession, broker, trader, financier, economist, debate, report, colleague, leader, competence, training, success, blond, mature, row",https://as1.ftcdn.net/v2/jpg/02/49/21/28/1000_F_249212899_Z14485P1pFHG0ERB6UKmsjXXvShaBV5b.jpg,
https://stock.adobe.com/281220705,Mature Caucasian businesswoman speaking to business people in conference room during meeting,Business Men and Women,"meeting, presentation, corporate, communication, standing, whiteboard, career, training, sitting, talking, speech, interact, conference, seminar, adviser, businesswoman, businessman, executive, suit, colleague, well-dressed, staff, partner, partnership, co-worker, businessperson, team, successful, success, excited, euphoria, victory, triumph, accomplishment, cheering, vote, voting, election, politic, america, us, flag, politician, campaign",https://as2.ftcdn.net/v2/jpg/02/81/22/07/1000_F_281220705_NbOZiFDwhfIVAE22CkeBxBxskEoCE5LS.jpg,
https://stock.adobe.com/158672834,Politician: Cheerful Politician Talking on Microphone,People,"people, caucasian, anonymous, flag, us, us, patriotic, female, woman, adult, standing, 30s, politic, politician, suit, businesswoman, business, microphone, racked, speaker, speaking, speech, talking, hand, discussion, explanation, filibuster, wire, smiling, toothy smile, cheerful, happy",https://as1.ftcdn.net/v2/jpg/01/58/67/28/1000_F_158672834_u7FPNN5DjQinP8dWUc0Lfs6bzZgQWoAH.jpg,
https://stock.adobe.com/118359243,Political report,Business Situations,"american, business, businessman, businesswoman, campaign, conference, debate, election, leader, man, political, politician, president, public, report, seminar, summit, spokesman, speech, us, woman, congress, rally, deputy",https://as1.ftcdn.net/v2/jpg/01/18/35/92/1000_F_118359243_xe59cHx4rsATjEErvr2YpmEhuxH89vYx.jpg,
https://stock.adobe.com/120260731,Politicians during press conference,Business Presentations,"press, conference, politician, business, government, support, microphone, speaker, statement, question, media, event, talking, side",https://as2.ftcdn.net/v2/jpg/01/20/26/07/1000_F_120260731_simOl6TR1FU1rKd4QUOgDdiLMErCGvwz.jpg,
https://stock.adobe.com/215704051,Annoyed emotional handsome senior diplomat in suit making public announcement into microphone and gesturing while saying his opinion at Commonwealth meeting,Business Situations,"people, group, international, senior, young, adult, man, woman, businesswoman, business, businessman, policy, politician, government, representative, participant, meeting, conference, room, summit, forum, briefing, agenda, national, annoyed, disagreement, microphone, announcement, speech, irritated, public, deputy",https://as1.ftcdn.net/v2/jpg/02/15/70/40/1000_F_215704051_MKJoTRZcK5RZOnnUfI5GYvUb1E0Dq4T3.jpg,
https://stock.adobe.com/284784964,"Four young students study in the school library, female student using laptop for researching online.",Lifestyle,"student, library, studying, education, learning, laptop, diverse, 4, reading, group, research, young, exam, literature, campus, university, book, computer, black, male, study, african, american, mixed, friends, ethnicity, school, girl, table, man, indoor, indoor, college, teamwork, sitting, together, adult, female, woman, preparing, cyberspace, desk, online, smart, homework, people, caucasian, person, casual attire, lifestyle",https://as2.ftcdn.net/v2/jpg/02/84/78/49/1000_F_284784964_npgIf5HLtZpK6Ij9L1RCXahXm2TuDc6q.jpg,
https://stock.adobe.com/40887547,women 's hand vote,Groups and Crowds,"box, bulletin, campaign, card, choice, choose, closeup, democracy, detail, election, government, hand, national, opinion, political, polling, president, report, support, ticket, vote, voting",https://as2.ftcdn.net/v2/jpg/00/40/88/75/1000_F_40887547_gSvyhKX85PLuRShfEIaFyC3nZcATeGCA.jpg,
https://stock.adobe.com/76318826,Handsome lawyer in the law library,Breaking the Law and Illegal Activity,"young adult, man, male, caucasian, academic, college, education, cognition, university, school, campus, higher education, library, study, bookshelf, shelf, book, textbook, information, literacy, volume, barrister, law, justice, lawyer, reading, concentrated, thoughtful, serious, focused, concentrating, indoor",https://as1.ftcdn.net/v2/jpg/00/76/31/88/1000_F_76318826_wbaD459RTkPS8qPg4bWZIaMEl4prLnS7.jpg,
https://stock.adobe.com/405208622,Antique beautiful blind Femida statue,Business,"lawyer, beautiful, holding, female, brown, antique, chain, balance, brass, judgement, judgement, justice, law, criminal, crime, lady, bronze, hammer, guilt, court, goddess, wooden, gavel, equality, judge, judicial, blind, courtroom, judiciary, judicature, advocate, blindfold",https://as1.ftcdn.net/v2/jpg/04/05/20/86/1000_F_405208622_j5tGrvXywXoa7IL5YyhSXapknpsPLYKv.jpg,
https://stock.adobe.com/345196465,Lawyer working on a difficult case reading in the library,People,"lawyer, lawyer, attorney at law, law firm, business, woman, businesswoman, legal, law, library, reading, book, law, office, serious, robe, research, work, working, career, people, person, suit, goggles, european",https://as1.ftcdn.net/v2/jpg/03/45/19/64/1000_F_345196465_syNSsVL8Pnytyjr9hLnb0p1KfcbdsyAb.jpg,
https://stock.adobe.com/206205524,Beautiful blonde woman wearing elegant black tweed jacket and glasses sitting at desk beside bookshelf and reading book. Young gorgeous female student studying at library. Smart is new sexy concept.,High School,"adult, attractive, beautiful, beauty, blond, book, bookcase, bookshelf, caucasian, desk, education, elegant, female, formal, girl, goggles, holding, horizontal, indoor, intelligence, interior, jacket, cognition, lawyer, learning, librarian, library, literature, long-haired, model, people, person, portrait, reader, reading, serious, sexy, shelf, shelving, sitting, smart, student, studying, suit, table, teacher, tweed, university, woman, young",https://as2.ftcdn.net/v2/jpg/02/06/20/55/1000_F_206205524_CJIwHP48JN8ooZXs6liL8PqyKnMOF3xI.jpg,
https://stock.adobe.com/Only,na,na,na,na,
https://stock.adobe.com/98397885,Man reading a book,Overtime,"man, reading, book, read, people, person, library, antique, old, vintage, lawyer, researcher, professional, book, librarian, scholar, teacher, university, studious, study, law, judge, manager, executive, businessman, business, company, corporate, entrepreneur, law, suit, office, interior, dark, latin, italian, caucasian, white, job, work, sitting, desk, concentration, many, adviser, adviser, searching, right, employee",https://as1.ftcdn.net/v2/jpg/00/98/39/78/1000_F_98397885_5gqFf6B2VHKPHZ7Ub7xdlMDKro5fkkpf.jpg,
https://stock.adobe.com/120752730,Committee meeting,Business Meetings and Partnerships,"debate, government, politic, political, election, speech, campaign, microphone, rally, democracy, candidate, politician, speaker, conference, convention, speaking, press, people, man, woman, adult, business, us, american, jury",https://as2.ftcdn.net/v2/jpg/01/20/75/27/1000_F_120752730_GXhdCLDfMKF6XjONieoRjostUO7o9vtG.jpg,
https://stock.adobe.com/332767703,Lawyers in their law firm working on computer with books in background,People,"lawyer, business, office, team, lawyer, law firm, stronger, law office, counsel, businessperson, businessman, businesswoman, man, man, woman, woman, group, occupation, profession, work, career, meeting, brainstorming, discussion, teamwork, project, case, law, agreements, book, laptop, computer, suit, library, discussing, canvasses, writing, reading, planning, collaborate, young, professional, people, german, german, european, caucasian",https://as2.ftcdn.net/v2/jpg/03/32/76/77/1000_F_332767703_zX7GCfWVlLCRo3FL8ynAk7Xe5I4WPihF.jpg,
https://stock.adobe.com/139852962,Stormont,Buildings and Architecture,"belfast, ireland, landmark, assembly, northern, architecture, building, government, parliament, famous, sky, irish, politic, blue, historic, grand, important, democracy, national, tour tourism, grey, travel, holiday maker, destination, estate, northern ireland, attraction, grass, cloudy, sunrise, county, down, united, kingdom, purple, constitution, power, pink, sunset, garden, construction, park, bench, crane, stair, column, edward",https://as2.ftcdn.net/v2/jpg/01/39/85/29/500_F_139852962_0wDt8KGkxMW8Zrzq2ccljr7wWZve9wFz.jpg,
https://stock.adobe.com/207467053,US Constitution on a Flag,Flags,"america, american, american flag, antique, board, calligraphy, charter, constitution, country, democracy, democratic, document, federal, flag, freedom, government, national, nationalism, old, old-fashioned, patriotic, patriotism, scroll, union, us, us flag, us, vintage, weathered, wood, wooden, word",https://as1.ftcdn.net/v2/jpg/02/07/46/70/500_F_207467053_tgfGTtnE2i7hmMWnzqqXHmV9muH4rxca.jpg,
https://stock.adobe.com/282632618,"Social contract and the rule of law in the United Kingdom of Great Britain concept theme with statue of goddess Justitia, wooden gavel and the UK flag or the Union Jack in background with copy space",Social Issues,"gavel, british, court, flag, law, legal, judge, justice, britain, union jack, background, authority, system, britain, great britain, judicial, legislation, britain, judgement, verdict, england, jurisdiction, legality, litigation, nobody, constitution, courtroom, government, lawsuit, right, govern, judgement, mallet, condemned, lady, justitia, blind, copy space, copy space, statue, society, judiciary, wisdom, goddess, power, ruling",https://as1.ftcdn.net/v2/jpg/02/82/63/26/500_F_282632618_CVkhsZPQJYNupQxTLqaQdGlpUQkufT2h.jpg,
https://stock.adobe.com/226881445,Law.,Business Success,"law, book, family, advice, advocate, agreements, case, civil, constitution, court, crime, criminal, defender, divorce, enforcement, equality, freedom, gavel, government, guilty, immigration, international, gaol, judge, judgement, juridical, jurisprudence, jury",https://as1.ftcdn.net/v2/jpg/02/26/88/14/500_F_226881445_14Z1HMYyfCbfsQaa0pnRPznN8vTxPehH.jpg,
https://stock.adobe.com/121411229,"Union Jack and the Magna Carta (a symbol for human rights, democracy and free speech)",Justice,"middle-ages, mediaeval, britain, great britain, union jack, law, legislation, judiciary, britain, flag, country, britain, symbol, patriotism, england, patriotic, british, english, nation, symbolic, human rights, constitution, lawyer, legal, right, jury, concept, court, old, authority, judge, justice, courtroom, courthouse, verdict, history, historical, letter, parchment, paper, government, freedom, culture, european, document",https://as1.ftcdn.net/v2/jpg/01/21/41/12/500_F_121411229_GQ7iHsKyiEQl6JYGE0hhzRbl6yfe8fzF.jpg,
https://stock.adobe.com/412462828,Collaboration and analysis by business people working in office,People,"office, business, team, modern, corporate, meeting, teamwork, technology, group, man, people, discussion, creative, brainstorming, conference, cooperation, computer, work, partnership, support, businessman, businesswoman, together, job, strategy, talking, young, diversity, mature, senior, caucasian, woman, working, laptop, communication, leadership, company, professional, success, organisation, collaboration, co-worker, smiling, men at work",https://as1.ftcdn.net/v2/jpg/04/12/46/28/500_F_412462828_LwaKEezxGSqMJrExuesnjiA48qo9Ymqj.jpg,
https://stock.adobe.com/230269680,Two serious caucasian men in suits discussing or planning business issues in the office. Colleagues or client and consultant are sitting at the table next to each other and talking.,Team Work,"accountant, advice, ask, broker, business, businessman, client, coach, colleague, computer, consult, convince, decide, desk, negotiate, discussion, employee, explain, hear, hire, idea, information, interview, job, laptop, listen, male, man, manager, meeting, mentor, negotiate, office, people, person, persuade, plan, project, serious, share, speak, strategy, suit, table, talk, teamwork, together, 2, work, workplace",https://as1.ftcdn.net/v2/jpg/02/30/26/96/500_F_230269680_6AGHayhf88oPER4iRENOMqfAIIL9bklY.jpg,
https://stock.adobe.com/338371341,Business people discussing new strategies in a meeting,Business,"meeting, office, designer, business, advertisement, brainstorming, businessman, businesswoman, choosing, colleague, cooperation, corporate, co-worker, creative, decision, design, digital, discussion, editor, group, idea, indoor, looking, manager, marketing, mature, man, new, occupation, people, planning, pointing, professional, showing, staff, strategy, table, tablet, talking, team, technology, woman, working",https://as2.ftcdn.net/v2/jpg/03/38/37/13/500_F_338371341_c91Z1oGmaVpEux7NnEKFoXw7J3eSWbWy.jpg,
https://stock.adobe.com/316506570,"Diverse business team working together, discussing project documents",People,"african, american, black, ethnicity, mixed, race, diverse, man, woman, people, person, concept, business, businessman, businesswoman, employee, colleague, team, teamwork, manager, partner, partnership, corporate, negotiation, meeting, briefing, brainstorm, group, talk, negotiate, conversation, negotiate, statistic, project, startup, analysis, result, document, paperwork, investment, office, together, strategy, client, client, staff, training, engaged, work, professional",https://as2.ftcdn.net/v2/jpg/03/16/50/65/500_F_316506570_BsmPo5SWivlgtYgn9vTc1QKF7bBH21J3.jpg,
https://stock.adobe.com/326319922,Architect working on blueprint with team,Business,"architect, team, meeting, cooperation, working, blueprint, discussion, project, businesswoman, work, teamwork, business, engineer, office, construction, designer, architecture, together, drawing, draft, plan, planning, brainstorming, colleague, creative, group, people, professional, talking, sharing, analysing, architectural, leadership",https://as2.ftcdn.net/v2/jpg/03/26/31/99/500_F_326319922_3jCktPljgmqsaD0jo3yTRqY4gb3DFwc8.jpg,
https://stock.adobe.com/230695785,Young people in the office discussing the schedule on a magnetic Board.,People,"girl, man, 2, young, woman, office, schedule, board, rise, fall, statistic, device, exam, test, certification, transaction, communication, conversation, discussion, creative, economist, manager, secretary, financier, accountant, engineer, photogenic, sweet, smart, charming, stylish, slim, shirt, blouse, brown, portrait, natural, concept, copy space, isolated, lifestyle, 1, modern, fashionable, global, assistant, planning, head",https://as2.ftcdn.net/v2/jpg/02/30/69/57/500_F_230695785_8wFgff6wuP0OYI3zx7Dq5FMOFpRJf1Re.jpg,
https://stock.adobe.com/429908941,Businessman executive in group meeting discussion with other businessmen and businesswomen in modern office with coffee cups and documents on table. People corporate business working team concept.,People,"analysis, business, business, businesslike, businessman, businessman, businessperson, businesswoman, businesswoman, cooperation, corporate, creative, design, desk, digital, discussion, diverse, document, document, economist, employee, ethnic, executive, female, finance, financial, goal, group, photogenic, happy, human, idea, indoor, instructor, job, laptop, leader, leadership, looking, male, man, management, manager, many, marketing, meet, meeting, office, people",https://as2.ftcdn.net/v2/jpg/04/29/90/89/500_F_429908941_iWwDOIpp5Gm2XlPgtzcf3z3j2Og7uK9T.jpg,
https://stock.adobe.com/264419224,Creative positive female leader talking about business plan with students during workshop,Business,"student, business, office, flipchart, colleague, group, project, adult, presentation, conference, team, teamwork, education, people, businesswoman, meeting, brainstorming, businessperson, casual attire, businessman, company, corporate, university, woman, professional, young, startup, briefing, workgroup, conversation, co-worker, talking, seminar, discussion, female, indoor, white, startup, workplace, training, trainer, leader, marketing, coach, planning",https://as1.ftcdn.net/v2/jpg/02/64/41/92/500_F_264419224_s7VQsyJ4HKSvo56OMROnHlGKNLdNk8wT.jpg,
https://stock.adobe.com/78306451,Working at office,Office Life,"business, team, work, working, discussion, serious, tied-up, plan, planning, casual attire, people, desk, office, concentration, laptop, problem, solve, teamwork, together, negotiate, co-worker, meeting, man, woman, colleague, professional, project, solution",https://as1.ftcdn.net/v2/jpg/00/78/30/64/500_F_78306451_rXQRVWxELQLa5ruu1bFbJbQZkvFWJ0j0.jpg,
