title,category,keywords,created_link,source_link,,,,
"Portrait of a young woman eating a salad in her kitchen, while cooking, happy smile looking at camera","People,Food and Drink","['woman', 'diet', 'eat', 'food', 'healthy', 'cook', 'salad', 'health', 'organic', 'table', 'kitchen', 'nutrition', 'vegetarian', 'lifestyle', 'young', 'girl', 'taste', 'lady', 'fresh', 'home', 'lunch', 'people', 'smile', 'dinner', 'female', 'interior', 'portrait', 'bowl', 'brunette', 'cheerful', 'cooking', 'cuisine', 'domestic', 'green', 'hand', 'happiness', 'happy', 'housewife', 'indoors', 'ingredients', 'joyful', 'meal', 'natural', 'pepper', 'person', 'prepare', 'pretty', 'tomato', 'vegetable', 'wife']",https://www.shutterstock.com/image-photo/96771844,https://image.shutterstock.com/image-photo/portrait-young-woman-eating-salad-600w-96771844.jpg,,,,
Young and happy woman eating healthy salad sitting on the table with green fresh ingredients indoors,"People,Food and Drink","['healthy', 'eat', 'diet', 'food', 'woman', 'health', 'vegan', 'salad', 'happy', 'nutrition', 'detox', 'vegetable', 'meal', 'organic', 'lifestyle', 'table', 'girl', 'young', 'green', 'vegetarian', 'kitchen', 'home', 'summer', 'smoothie', 'raw', 'smile', 'bottle', 'fresh', 'care', 'female', 'nuts', 'greenery', 'onion', 'beautiful', 'cherry', 'dieting', 'freshness', 'ingredient', 'mixed', 'natural', 'sitting', 't-shirt']",https://www.shutterstock.com/image-photo/622381799,https://image.shutterstock.com/image-photo/young-happy-woman-eating-healthy-600w-622381799.jpg,,,,
"Main food groups - macronutrients. Carbohydrates, fats, proteins, alcohol. Dieting, healthcare and eutrophy concept. Vector illustration isolated on a dark grey background. Vertical poster.","Transportation,Food and Drink","['food', 'macronutrients', 'artistic', 'benefits', 'bioactive substances', 'biosynthesis', 'body', 'bread', 'carbohydrates', 'carbs', 'categories', 'chart', 'complex', 'course', 'dairy', 'diagram', 'diet', 'dietary supplements', 'digestion', 'digestive tract', 'energy', 'fat', 'fish', 'fruit', 'group', 'growth', 'guide', 'health', 'meat', 'metabolism', 'microelements', 'milk', 'minerals', 'nut', 'nutrients', 'nutrition', 'nutritional', 'oil', 'oxidation', 'portrait poster', 'products', 'protein', 'seafood', 'synthesis', 'table', 'transfer', 'transport', 'vector illustration', 'vegetables', 'wheat']",https://www.shutterstock.com/image-photo/1334533373,https://image.shutterstock.com/image-vector/main-food-groups-macronutrients-carbohydrates-600w-1334533373.jpg,,,,
na,na,na,https://www.shutterstock.com/image-photo/1334533373.eps,na,,,,
Metabolism Medical Concept. Diet Nutrition Immunity Human Health.,"People,Healthcare/Medical","['metabolic', 'health', 'nutrition', 'diet', 'food', 'medical', 'science', 'biochemistry', 'concept', 'human', 'immunity', 'molecular', 'system', 'advice', 'arrow', 'biology', 'body', 'care', 'digestion', 'dish', 'doctor', 'energy', 'exercise', 'fat', 'fitness', 'fork', 'healthcare', 'healthy', 'hospital', 'immune', 'lifestyle', 'loss', 'medicine', 'metabolism', 'nutritionist', 'plate', 'refresh', 'rotation', 'round', 'spoon', 'stomach', 'treatment', 'turn', 'weight', 'wood block']",https://www.shutterstock.com/image-photo/1819459298,https://image.shutterstock.com/image-photo/metabolism-medical-concept-diet-nutrition-600w-1819459298.jpg,,,,
Balance between Energy intake and Energy expenditure,"People,Healthcare/Medical","['energy', 'expenditure', 'intake', 'resting', 'activity', 'balance', 'calories', 'concept', 'consumed', 'consumption', 'control', 'dieting', 'eating', 'exercise', 'explanation', 'female', 'finger', 'hand', 'nutrition', 'person', 'weight', 'woman']",https://www.shutterstock.com/image-photo/230597872,https://image.shutterstock.com/image-photo/balance-between-energy-intake-expenditure-600w-230597872.jpg,,,,
"Human anatomy detail of shoulder. Muscle, arteries on plain studio background. Professional lighting.","Science,Healthcare/Medical","['muscle', 'anatomy', 'shoulder', 'skeletal', 'system', 'muscular', 'human', '3d', 'body', 'structure', 'man', 'chest', 'science', 'exercise', 'illustration', 'medical', 'anatomical', 'hand', 'healthy', 'strength', 'education', 'art', 'biology', 'deltoid', 'dna', 'health', 'injury', '3d rendering', 'arms', 'athlete', 'dissect', 'dorsi', 'fascia', 'fitness', 'flexor', 'genetics', 'head', 'infraspinatus', 'isolated', 'latissimus', 'lifestyle', 'male', 'medical education', 'neck', 'people', 'person', 'render', 'scapula', 'scapulae', 'technology']",https://www.shutterstock.com/image-photo/383061205,https://image.shutterstock.com/image-illustration/human-anatomy-detail-shoulder-muscle-600w-383061205.jpg,,,,
Anatomy of the human body,"People,Healthcare/Medical","['human', 'body', 'energy', 'anatomy', 'system', 'artery', 'vein', 'blood', 'healthy', 'abstract', 'anatomic', 'backgrounds', 'biology', 'build', 'education', 'flow', 'generated', 'health', 'healthcare', 'heart', 'illustrations', 'image', 'isolated', 'life', 'lifestyle', 'liver', 'male', 'medical', 'medicine', 'men', 'muscle', 'order', 'organ', 'people', 'person', 'posing', 'red', 'science', 'shape', 'skull', 'standing', 'tissue', 'trace', 'vertical', 'view', 'white']",https://www.shutterstock.com/image-photo/171682847,https://image.shutterstock.com/image-illustration/anatomy-human-body-600w-171682847.jpg,,,,
Dieting.,"People,Interiors","['weight', 'loss', 'healthy', 'success', 'women', 'jeans', 'abdomen', 'arm', 'control', 'eating', 'muscular', 'slim', 'adult', 'female', 'lifestyle', 'pants', 'waist', 'young', '1109', 'build', 'care', 'cheerful', 'dieting', 'exercising', 'human', 'one', 'person', 'surprise']",https://www.shutterstock.com/image-photo/304887707,https://image.shutterstock.com/image-photo/dieting-600w-304887707.jpg,,,,
Young Woman Eating Fish And Potatoes,"People,Food and Drink","['potato', 'eat', 'salad', 'woman', 'dish', 'fork', 'beauty', 'caucasian', 'closeup', 'cuisine', 'cute', 'cutting', 'delicious', 'dinner', 'female', 'fish', 'food', 'fresh', 'fun', 'girl', 'gourmet', 'hands', 'health', 'healthy', 'holding', 'joy', 'knife', 'lifestyle', 'lunch', 'meal', 'model', 'nutrition', 'people', 'person', 'plate', 'pretty', 'restaurant', 'salmon', 'sea', 'sitting', 'traditional', 'white', 'young']",https://www.shutterstock.com/image-photo/572976808,https://image.shutterstock.com/image-photo/young-woman-eating-fish-potatoes-600w-572976808.jpg,,,,
"I love you, dad! Handsome young man at home with his little cute girl are having breakfast. Happy Father's Day!","People,Food and Drink","['family', 'breakfast', 'father', 'sandwich', 'child', 'healthy', 'dad', 'kid', 'day', 'people', 'happy', 'home', 'food', 'kitchen', 'parent', 'table', 'man', 'meal', 'juice', 'daughter', 'drink', 'love', 'together', 'fun', 'smile', 'girl', 'morning', 'adult', 'tea', 'two', 'young', 'female', 'looking', 'male', 'orange', 'caucasian', 'childhood', 'communication', 'cute', 'little', 'beautiful', 'cheerful', 'eating', 'fathers', 'fruits', 'handsome', 'happiness', 'indoors', 'sandwiches', 'smiling']",https://www.shutterstock.com/image-photo/1085092886,https://image.shutterstock.com/image-photo/love-you-dad-handsome-young-600w-1085092886.jpg,,,,
"Slim young woman measuring her thin waist with a tape measure, close up","People,Healthcare/Medical","['weight', 'loss', 'measure', 'woman', 'body', 'belly', 'fat', 'slim', 'diet', 'tape', 'waist', 'fit', 'thin', 'healthy', 'flat', 'girl', 'gym', 'exercise', 'health', 'sport', 'person', 'stomach', 'beauty', 'wellness', 'training', 'workout', 'female', 'young', 'active', 'care', 'determination', 'club', 'achievement', 'lifestyle', 'satisfaction', 'and', 'athletic', 'attractive', 'beautiful', 'burning', 'calories', 'dieting', 'fitness', 'measuring', 'perfection', 'preparation', 'slimming', 'sportswear', 'unrecognizable', 'wellbeing']",https://www.shutterstock.com/image-photo/301460216,https://image.shutterstock.com/image-photo/slim-young-woman-measuring-her-600w-301460216.jpg,,,,
Hydro balance. bottle with clear water. Sports bottle. total body water. at least 2 liters of fluid per day. I can drink enough fluids. sexy sport man feel thirsty. daily water requirement of adult.,"People,Sports/Recreation","['body', 'energy', 'sexy', 'ab', 'adult', 'aqua', 'athletic', 'background', 'balance', 'beverage', 'bottle', 'changing', 'clear', 'clothing', 'coach', 'compensate', 'concept', 'diet', 'drink', 'drinking', 'fit', 'fresh', 'getting ready', 'health', 'healthcare', 'healthy', 'hydration', 'hydro', 'least', 'liter', 'locker room', 'male', 'man', 'muscle', 'muscles', 'muscular', 'physical', 'physique', 'pure', 'regimen', 'rest', 'sport', 'sportswear', 'strong', 'thirsty', 'transparent', 'water', 'well built', 'wellness']",https://www.shutterstock.com/image-photo/1656853105,https://image.shutterstock.com/image-photo/hydro-balance-bottle-clear-water-600w-1656853105.jpg,,,,
Stay hydrated. Thirsty sportsman blue background. Happy athlete hold water bottle and gym mat. Thirst and water loss. Health and water balance. Healthy intake and output. Drink water while exercising.,"People,Sports/Recreation","['active', 'aqua', 'background', 'balance', 'beverage', 'blue', 'bottle', 'consumption', 'dehydration', 'diet', 'dieting', 'drink', 'drinking', 'emotions', 'exercising', 'fluid', 'fresh', 'guy', 'gym', 'happy', 'health', 'healthy', 'human', 'hydrated', 'hydration', 'intake', 'life', 'lifestyle', 'liquid', 'man', 'mat', 'mineral', 'natural', 'output', 'plastic', 'pure', 'recreation', 'refreshment', 'smile', 'smiling', 'sportsman', 'thirst', 'thirsty', 'transparent', 'water', 'water balance', 'water bottle', 'water loss', 'wellness', 'yoga']",https://www.shutterstock.com/image-photo/1742729765,https://image.shutterstock.com/image-photo/stay-hydrated-thirsty-sportsman-blue-600w-1742729765.jpg,,,,
Water is indispensable for human health. Fit athlete having a drink from water bottle during training outdoor. Thirsty sportsman drinking pure water on hot summer day. Keeping body water balance.,"People,Sports/Recreation","['energy', 'intake', 'active', 'activity', 'aqua', 'athlete', 'beverage', 'bodycare', 'bottle', 'bottled', 'care', 'clean', 'dehydration', 'diet', 'dieting', 'drink', 'drinking', 'drinking water', 'energetic', 'fluid', 'fresh', 'freshness', 'health', 'healthy', 'healthy habits', 'hydrated', 'hydration', 'life', 'lifestyle', 'liquid', 'man', 'mineral', 'natural', 'nutrition', 'plastic', 'pour', 'pure', 'purity', 'recreation', 'refreshment', 'sport', 'sportsman', 'thirst', 'thirsty', 'training', 'transparent', 'water', 'water balance', 'water bottle', 'wellness']",https://www.shutterstock.com/image-photo/1452906920,https://image.shutterstock.com/image-photo/water-indispensable-human-health-fit-600w-1452906920.jpg,,,,
Fluid balance. Strong serious young man in a gray t-shirt standing at the stadium while drinking water,"Nature,People","['active', 'african american', 'alone', 'athlete', 'athletic', 'balance', 'bearded', 'break', 'calm', 'dark-haired', 'day start', 'determined', 'drinking', 'efforts', 'fit', 'fluid balance', 'gray', 'handsome', 'healthy', 'healthy lifestyle', 'keeping fit', 'male', 'man', 'millennial', 'morning workout', 'outdoors', 'power', 'professional sport', 'purposeful', 'resting', 'running track', 'serious', 'shorts', 'sportive', 'sports time', 'sports water bottle', 'sportsman', 'sportswear', 'stadium', 'standing', 'strength', 'strong', 't-shirt', 'target', 'training', 'water', 'well-being', 'wellness', 'workout', 'young man']",https://www.shutterstock.com/image-photo/1468599113,https://image.shutterstock.com/image-photo/fluid-balance-strong-serious-young-600w-1468599113.jpg,,,,
"Side view head shot close up young woman drinking pure still water in morning. Healthy thirsty lady enjoying healthy lifestyle daily habit, natural beauty, perfect skin body care aqua balance concept.","People,Food and Drink","['adult balance', 'aqua fit', 'beautiful attractive', 'body closeup', 'bowel prevention', 'clean nails', 'cold remedy', 'cute female', 'daily habit', 'dehydration taste', 'detox diet', 'dietary metabolism', 'drinking mineral', 'eco internal', 'energy vitality', 'enjoy drink', 'everyday life', 'fitness recovery', 'fresh indoors', 'freshness water', 'function weight', 'gulp headshot', 'h2o refreshment', 'hair hydrated', 'hand health', 'hangover girl', 'happy healthy', 'healthcare clear', 'home filtered', 'human organism', 'hydration skin', 'important person', 'joyful purification', 'lady skincare', 'lifestyle natural', 'liquid fluid', 'loss prevent', 'millennial glass', 'nutrition wellness', 'physical wellbeing', 'pleasant swallow', 'positive morning', 'refreshing beverage', 'sip house', 'still hold', 'thirsty people', 'transparent pure', 'weightloss woman', 'young sitting']",https://www.shutterstock.com/image-photo/1667439826,https://image.shutterstock.com/image-photo/side-view-head-shot-close-600w-1667439826.jpg,,,,
"Slim woman with stomach ache and pain holding a glass of milk. Dairy intolerant, Lactose intolerance, allergy, health care concept","People,Food and Drink","['intolerant', 'lactose', 'food', 'digestive', 'allergy', 'stomach', 'milk', 'health', 'woman', 'dairy', 'healthy', 'stomachache', 'hand', 'abdomen', 'avoid', 'bad', 'illness', 'belly', 'girl', 'patient', 'sick', 'ache', 'adult', 'allergic', 'bad feeling', 'beverage', 'dairy products', 'diarrhea', 'diet', 'digestive system', 'disease', 'drink milk', 'female', 'gesture', 'glass', 'holding', 'home', 'intolerance', 'lactose intolerance', 'lactose intolerant', 'medicine', 'organic', 'pain', 'painful', 'people', 'person', 'sickness', 'slim', 'stop milk', 'symptom']",https://www.shutterstock.com/image-photo/1505860184,https://image.shutterstock.com/image-photo/slim-woman-stomach-ache-pain-600w-1505860184.jpg,,,,
"Healthy Lifestyle. Portrait Of Beautiful Sexy Smiling Woman Tasting Fresh Organic Yogurt. Charming Cheerful Girl On Diet Nutrition Eating Delicious Natural Yoghurt, Dairy Food. High Resolution","People,Food and Drink","['yogurt', 'woman', 'eat', 'yoghurt', 'health', 'spoon', 'girl', 'diet', 'skin', 'tasting', 'fit', 'food', 'nutrition', 'breakfast', 'calcium', 'care', 'charming', 'cheerful', 'closeup', 'dieting', 'digestion', 'digestive', 'enjoy', 'fat', 'female', 'fresh', 'hair', 'happy', 'healthy', 'high', 'lifestyle', 'lunch', 'natural', 'nutritious', 'organic', 'portrait', 'resolution', 'sexy', 'smiling', 'vitamins', 'wellness', 'white']",https://www.shutterstock.com/image-photo/513611785,https://image.shutterstock.com/image-photo/healthy-lifestyle-portrait-beautiful-sexy-600w-513611785.jpg,,,,
"the girl is suffering from abdominal pain. Digestive problems, stomach pain, diarrhea, constipation, nausea. An improper diet. Girl eat unhealthy fatty food","People,Healthcare/Medical","['digestive', 'problem', 'constipation', 'gastritis', 'woman', 'ache', 'diarrhea', 'food', 'stomach', 'abdominal', 'health', 'indigestion', 'pain', 'sick', 'belly', 'hand', 'hungry', 'ill', 'nutrition', 'abdomen', 'aching', 'cramp', 'cure', 'digestion', 'disease', 'eating', 'female', 'gastric', 'girl', 'grimace', 'gynecology', 'healthcare', 'holding', 'illness', 'intestine', 'isolated', 'junk', 'lifestyle', 'medicine', 'menstrual', 'menstruation', 'painful', 'period', 'pms', 'sickness', 'suffering', 'tummy', 'unhealthy', 'unwell', 'wellness']",https://www.shutterstock.com/image-photo/496665262,https://image.shutterstock.com/image-photo/girl-suffering-abdominal-pain-digestive-600w-496665262.jpg,,,,
"Healthy Lifestyle. Portrait Of Beautiful Sexy Smiling Woman Tasting Fresh Organic Yogurt. Charming Cheerful Girl On Diet Nutrition Eating Delicious Natural Yoghurt, Dairy Food. High Resolution","People,Food and Drink","['yogurt', 'eat', 'woman', 'yoghurt', 'spoon', 'diet', 'girl', 'food', 'white', 'breakfast', 'health', 'calcium', 'healthy', 'fresh', 'portrait', 'skin', 'care', 'closeup', 'fat', 'happy', 'nutrition', 'sexy', 'charming', 'cheerful', 'dieting', 'digestion', 'digestive', 'enjoy', 'female', 'fit', 'hair', 'high', 'lifestyle', 'lunch', 'natural', 'nutritious', 'organic', 'resolution', 'smiling', 'tasting', 'vitamins', 'wellness']",https://www.shutterstock.com/image-photo/513611770,https://image.shutterstock.com/image-photo/healthy-lifestyle-portrait-beautiful-sexy-600w-513611770.jpg,,,,
Woman having heart on stomach,"Beauty/Fashion,Healthcare/Medical","['digestion', 'health', 'cancer', 'healthy', 'heart', 'infertility', 'woman', 'ache', 'baby', 'background', 'beauty', 'belly', 'body', 'care', 'concept', 'constipation', 'diet', 'digest', 'digestive', 'disease', 'eating', 'fat', 'female', 'fitness', 'hand', 'human', 'inspection', 'isolated', 'life', 'lifestyle', 'love', 'medical', 'metabolic syndrome', 'pain', 'pregnancy', 'pregnant', 'shape', 'slim', 'stomach', 'stomach ache', 'symbol', 'treatment', 'tummy', 'uterus', 'waist', 'wellness', 'white']",https://www.shutterstock.com/image-photo/729297547,https://image.shutterstock.com/image-photo/woman-having-heart-on-stomach-600w-729297547.jpg,,,,
"Female make shape of heart with her hands. Light summer breakfast with organic yogurts, fruits, berries and nuts. Nutrition that promotes good digestion and functioning of gastrointestinal tract.","Food and Drink,Healthcare/Medical","['health', 'food', 'good', 'stomach', 'healthy', 'nutrition', 'woman', 'heart', 'meal', 'organic', 'dairy', 'gastrointestinal', 'tract', 'female', 'milk', 'shape', 'breakfast', 'eat', 'lifestyle', 'berries', 'cooking', 'dysbiosis', 'fruits', 'granola', 'make', 'summer', 'background', 'bifidobacteria', 'concept', 'fresh', 'her', 'home', 'kitchen', 'bowl', 'cook', 'delicious', 'digestion', 'functioning', 'girl', 'goji', 'hands', 'intestines', 'lactobacilli', 'light', 'nuts', 'products', 'promotes', 'table', 'upsets', 'yogurts']",https://www.shutterstock.com/image-photo/1487047748,https://image.shutterstock.com/image-photo/female-make-shape-heart-her-600w-1487047748.jpg,,,,
"Young pretty young woman touches tummy, smiles gently, eating and satisfaction concept.",People,"['tummy', 'food', 'happy', 'woman', 'concept', 'face', 'healthy', 'pleasure', 'young', 'beautiful', 'casual', 'emotional', 'girl', 'hair', 'person', 'pleased', 'pretty', 'amazed', 'attractive', 'authentic', 'background', 'beauty', 'caucasian', 'closed', 'cute', 'diet', 'digestion', 'excited', 'expression', 'eyes', 'fashion', 'female', 'gesture', 'glad', 'grinning', 'isolated', 'joyful', 'lifestyle', 'model', 'modern', 'natural', 'one', 'people', 'pink', 'portrait', 'real', 'satisfied', 'standing', 'teen', 'wall']",https://www.shutterstock.com/image-photo/1389940070,https://image.shutterstock.com/image-photo/young-pretty-woman-touches-tummy-600w-1389940070.jpg,,,,
"The photo of large intestine is on the man's body against gray background, People With Stomach ache problem concept, Male anatomy","People,Healthcare/Medical","['colon', 'stomach', 'ache', 'cancer', 'colitis', 'diarrhea', 'system', 'inflammation', 'large', 'pain', 'problem', 'disease', 'diarrhoea', 'man', 'stomachache', 'polyp', 'body', 'belly', 'chronic', 'sick', 'health', 'human', 'patient', 'anatomy', 'abdomen', 'background', 'people', 'reflux', 'enterocolitis', 'stages', 'unhealthy', 'white', 'acids', 'constipation', 'descending', 'digestive', 'emergency', 'female', 'hartburn', 'illustration', 'internal organs', 'intestine', 'irritable bowel syndrome', 'painful', 'risk', 'science', 'symptom', 'transverse', 'treatment', 'ulcerative colitis']",https://www.shutterstock.com/image-photo/1080392243,https://image.shutterstock.com/image-photo/photo-large-intestine-on-mans-600w-1080392243.jpg,,,,
Doctor shows organs the digestive system on blurred background.,Healthcare/Medical,"['system', 'health', 'organ', 'gut', 'stomach', 'doctor', 'healthy', 'anatomy', 'tissue', 'intestine', 'surgery', 'display', 'gastritis', 'liver', 'medical', 'physiology', 'surgeon', 'care', 'clinical', 'colon', 'concept', 'diagnostics', 'digestion', 'digestive', 'disease', 'education', 'female', 'gastric', 'geometric', 'gesture', 'hand', 'hospital', 'ileum', 'intestinal', 'large', 'loins', 'medic', 'medicine', 'model', 'nurse', 'practice', 'profession', 'rectum', 'science', 'show', 'sign', 'specialist', 'stethoscope', 'technology']",https://www.shutterstock.com/image-photo/1029414697,https://image.shutterstock.com/image-photo/doctor-shows-organs-digestive-system-600w-1029414697.jpg,,,,
Cropped image of handsome young sportsman showing Ok sign while preparing sport nutrition in kitchen at home,"People,Food and Drink","['nutrition', 'sport', 'food', 'man', 'protein', 'fit', 'workout', 'muscle', 'egg', 'cheese', 'guy', 'body', 'diet', 'energy', 'athlete', 'chicken', 'exercise', 'handsome', 'happy', 'home', 'kitchen', 'shaker', 'shape', 'strength', 'supplement', 'training', 'white', 'adult', 'bottle', 'care', 'caucasian', 'cropped', 'fish', 'fitness', 'fresh', 'health', 'individual', 'male', 'meat', 'muscular', 'nature', 'one', 'people', 'powder', 'power', 'schedule', 'sportswear', 'thumb', 'young']",https://www.shutterstock.com/image-photo/617835971,https://image.shutterstock.com/image-photo/cropped-image-handsome-young-sportsman-600w-617835971.jpg,,,,
Fit man holding a bowl of fresh salad on grey background,"Food and Drink,Healthcare/Medical","['food', 'fit', 'healthy', 'man', 'nutrition', 'eat', 'muscle', 'salad', 'sport', 'body', 'vegetable', 'bodybuilder', 'exercise', 'male', 'muscular', 'people', 'training', 'vegetarian', 'diet', 'latin', 'lifestyle', 'background', 'biceps', 'bowl', 'cheese', 'fresh', 'human', 'abdominal', 'active', 'adult', 'athletic', 'caucasian', 'cherry', 'close-up', 'copy', 'corn', 'dieting', 'fitness', 'fork', 'grey', 'hispanic', 'lettuce', 'model', 'sexy', 'space', 'strength', 'strong', 'tan', 'tomato', 'young']",https://www.shutterstock.com/image-photo/253347028,https://image.shutterstock.com/image-photo/fit-man-holding-bowl-fresh-600w-253347028.jpg,,,,
Muscular man drinking sports nutrition sitting with dumbbell in the gym,"People,Sports/Recreation","['sport', 'drink', 'nutrition', 'gym', 'man', 'shaker', 'athlete', 'exercise', 'food', 'power', 'workout', 'health', 'healthy', 'model', 'sportive', 'activity', 'adult', 'athletic', 'attractive', 'body', 'bodybuilder', 'caucasian', 'fit', 'guy', 'handsome', 'happy', 'lifestyle', 'male', 'muscle', 'muscular', 'people', 'portrait', 'pretty', 'protein', 'rest', 'sports', 'sportswear', 'strong', 'training']",https://www.shutterstock.com/image-photo/518934580,https://image.shutterstock.com/image-photo/muscular-man-drinking-sports-nutrition-600w-518934580.jpg,,,,
Healthy lifestyle concept with diet and fitness,"Sports/Recreation,Healthcare/Medical","['nutrition', 'sport', 'health', 'healthy', 'food', 'diet', 'heart', 'medicine', 'cholesterol', 'diabetic', 'doctor', 'care', 'concept', 'stethoscope', 'cook', 'disease', 'fruit', 'run', 'vegetable', 'white', 'alternative', 'cardiology', 'green', 'cure', 'fresh', 'idea', 'illness', 'pressure', 'spice', 'unique', 'apple', 'control', 'insulin', 'measure', 'nuts', 'onion', 'organic', 'athletics', 'board', 'cooking', 'eating', 'fitness', 'grains', 'habits', 'ingredient', 'lifestyle', 'lowering', 'protect', 'sugar', 'vegetarian']",https://www.shutterstock.com/image-photo/382697113,https://image.shutterstock.com/image-photo/healthy-lifestyle-concept-diet-fitness-600w-382697113.jpg,,,,
"The best foods for liver health. Liver detox super food after alcohol and over eating. Healthy foods for healthy liver. Concept of liver disease diet. Avocado, coffee, beetroot, blueberry, cranberry..","Food and Drink,Healthcare/Medical","['liver', 'food', 'diet', 'fatty', 'health', 'detox', 'healthy', 'nutrition', 'anatomy', 'dietary', 'disease', 'nutrient', 'avocado', 'beetroot', 'blueberry', 'carrot', 'cinnamon', 'clean', 'coffee', 'cranberry', 'digest', 'digestion', 'eating', 'fresh', 'fruit', 'garlic', 'grapefruit', 'health care', 'hepatic', 'illness', 'ingredient', 'lemon', 'medical', 'metabolism', 'natural', 'onion', 'orange', 'organ', 'organic', 'prevention', 'product', 'raw', 'spinach', 'super food', 'tract', 'treatment', 'vegetable', 'walnut']",https://www.shutterstock.com/image-photo/1670968096,https://image.shutterstock.com/image-photo/best-foods-liver-health-detox-600w-1670968096.jpg,,,,
Office workers creating a business idea in modern environment and discussing strategy in a creative team of professionals,"People,Business/Finance","['american', 'beautiful', 'beauty', 'business', 'businessman', 'businesspeople', 'businesswoman', 'casual', 'caucasian', 'collaboration', 'collar', 'communication', 'company', 'computer', 'conference', 'corporate', 'desk', 'discussing', 'executive', 'female', 'girl', 'group', 'happy', 'laptop', 'meeting', 'office', 'one', 'paperwork', 'people', 'person', 'portrait', 'professional', 'smiling', 'table', 'team', 'teamwork', 'together', 'using', 'white', 'woman', 'work', 'worker', 'workers', 'working', 'workplace', 'young']",https://www.shutterstock.com/image-photo/1387068419,https://image.shutterstock.com/image-photo/office-workers-creating-business-idea-600w-1387068419.jpg,,,,
Business people signing a contract at the office,Business/Finance,"['business', 'people', 'men', 'meeting', 'workplace', 'adult', 'businessman', 'businesswoman', 'caucasian', 'collar', 'communication', 'computer', 'coworking', 'group', 'indoors', 'laptop', 'occupation', 'office', 'partnership', 'person', 'planning', 'professional', 'white', 'window', 'work', 'worker', 'working', 'young']",https://www.shutterstock.com/image-photo/1154081761,https://image.shutterstock.com/image-photo/business-people-signing-contract-office-600w-1154081761.jpg,,,,
"Business people using computer, millennial male employee in formal suit helping explaining to middle aged mature female colleague learn understand corporate program. Mentoring and assistance concept","People,Business/Finance","['accountancy affiliate', 'accountant advice', 'analyst pc', 'app tech', 'application software', 'apprentice help', 'assistance associate', 'attentive concentrated', 'auditor mentor', 'brainstorm sales', 'businessmen coach', 'busy consult', 'colleagues communication', 'companionship analysis', 'company partner', 'computer laptop', 'conversation digital', 'coworker coworking', 'device technology', 'elderly occupation', 'employee businesswomen', 'experienced knowledge', 'explain report', 'female male', 'focused audit', 'manager program', 'mature senior', 'middle age', 'office workplace', 'old analyzing', 'online internet', 'pensive enterprise', 'people work', 'person job', 'professional table', 'smart management', 'specialist expert', 'startup adviser', 'statistics statement', 'supervisor staff', 'team teamwork', 'thinking serious', 'use skilled', 'user entrepreneur', 'watching corporate', 'web businesspeople', 'woman man', 'worker business', 'workmate show']",https://www.shutterstock.com/image-photo/1248985669,https://image.shutterstock.com/image-photo/business-people-using-computer-millennial-600w-1248985669.jpg,,,,
Business people meeting in modern office,"People,Business/Finance","['computer', 'man', 'meeting', 'woman', 'european', 'glasses', 'laptop', '45-50 years old', 'blond', 'brainstorming', 'building', 'business', 'business people', 'businessman', 'businesswoman', 'client', 'co-workers', 'collaboration', 'colleagues', 'corporate', 'desk', 'discussion', 'executive', 'eyewear', 'gathering', 'indoors', 'manager', 'mature', 'meeting room', 'middle-aged', 'modern', 'negotiation', 'office', 'partners', 'partnership', 'people', 'planning', 'professional', 'salesman', 'salesperson', 'sitting', 'successful', 'suit', 'team', 'teamwork', 'technology', 'together', 'two persons', 'work', 'young']",https://www.shutterstock.com/image-photo/1667752957,https://image.shutterstock.com/image-photo/business-people-meeting-modern-office-600w-1667752957.jpg,,,,
"Mid aged business man in suit holding read document paper report sit at office desk, company ceo doing paperwork feel satisfied with good work result receive loan approval salary payment tax refund","People,Business/Finance","['accepted delivery', 'achieve check', 'advice finance', 'approved document', 'bonus day', 'boss employed', 'business correspondence', 'businessman opportunity', 'career satisfaction', 'ceo salary', 'chief refund', 'confident workplace', 'contract paperwork', 'courier notification', 'customer offer', 'deliver result', 'employee reward', 'entrepreneur concept', 'executive looking', 'file receive', 'financial startup', 'formal letter', 'get notice', 'goal solution', 'good guy', 'growth income', 'happy well', 'holding message', 'image loan', 'increase note', 'information rise', 'invoice desk', 'job promotion', 'laptop pay', 'lifestyle self', 'mail paper', 'male profit', 'man successful', 'manager report', 'middle postal', 'news person', 'office project', 'one bill', 'people suit', 'post service', 'professional worker', 'sales tax', 'smiling work', 'success reading']",https://www.shutterstock.com/image-photo/1408501793,https://image.shutterstock.com/image-photo/mid-aged-business-man-suit-600w-1408501793.jpg,,,,
